"Date","Police_ref","Easting","Northing","Severity","Road_cond","Visibility","Casualties","Pedestrian","Cycles","P2W","OAPs","Children","Manoeuvre","Time","Vehicles","Roadclass1","Roadnum1","Road_Type","Speed_Lim","Junct_det","Junct_ctrl","Roadclass2","Roadnum2","Cross_ctrl","Cross_fac","Weather","SpCond","Carr_haz","Day","Location","Local_Auth","ReportedAt","Parish"
20180425,18306967,533614,277775,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"1. Left turn","16:05",2,"4. B",1040,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","HIGH STREET/SOMERSHAM ROAD B1040 AT JN WITH PIDLEY SHEEP LANE","E07000011","1. Yes",0
20180425,18292568,552858,280923,"3. Slight","1. Dry","1. Daylight",3,0,0,0,0,0,"2. Right turn","15:09",2,"3. A",10,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","8. Central reservation","1. Fine without high winds",0,"0. None","4. Wednesday","A10 JN WITH WEST FEN ROAD","E07000009","1. Yes",0
20180425,18312013,545930,258178,"3. Slight","4. Frost/Ice","4. Darkness: street lights present and lit",1,0,0,0,0,0,"0. No turn","03:53",1,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","COLLIER ROAD","E07000008","2. No - accident was reported 'over the counter'",0
20180425,18288342,518960,300714,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","11:15",1,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","OUTSIDE NUMBER 29 PEVERIL ROAD.","E06000031","1. Yes",0
20180426,18297799,519242,297914,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"0. No turn","17:50",2,"3. A",605,"6. Single carriageway",30,"9. Other","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","184 OUNDLE ROAD","E06000031","1. Yes",0
20180426,18289905,532081,255595,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"0. No turn","08:09",2,"4. B",1046,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","FOX HOUSE FOX ROAD LONGSTOWE B1046","E07000012","1. Yes",0
20180426,18295855,511601,296871,"3. Slight","1. Dry","6. Darkness: no street lighting",2,0,0,0,1,0,"0. No turn","21:10",1,"3. A",1,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","GREAT NORTH ROAD A1 NEAR JUNCTION WITH WATER NEWTON.","E07000011","1. Yes",0
20180426,18291036,542051,263463,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"2. Right turn","08:30",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","CAMBRIDGE / OAKINGTON ROAD AT JUNCTION WITH NEW ROAD.","E07000012","2. No - accident was reported 'over the counter'",166
20180427,18289823,547382,262243,"3. Slight","2. Wet/Damp","1. Daylight",1,0,0,0,0,0,"0. No turn","14:46",2,"6. Unclassified",0,"6. Single carriageway",20,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","1. Zebra crossing","2. Raining without high winds",0,"0. None","6. Friday","SLIP-ROAD ENTRANCE TO MILTON TESCO NEAR JUNCTION WITH CAMBRIDGE ROAD.","E07000012","1. Yes",160
20180427,18292376,544388,307349,"3. Slight","2. Wet/Damp","1. Daylight",4,0,0,0,0,0,"0. No turn","18:05",1,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","6. Friday","NORTH BRINK AT JUNCTION WITH LORDS LANE.","E07000010","1. Yes",253
20180427,18292563,546492,257727,"3. Slight","2. Wet/Damp","4. Darkness: street lights present and lit",1,0,1,0,0,0,"2. Right turn","20:10",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","6. Friday","MILL ROAD AT JN WITH ARGYLE STREEET","E07000008","2. No - accident was reported 'over the counter'",37
20180427,18294526,547549,258040,"3. Slight","2. Wet/Damp","4. Darkness: street lights present and lit",1,0,1,0,0,0,"0. No turn","23:35",2,"6. Unclassified",0,"1. Roundabout",30,"1. Roundabout","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","6. Friday","COLDHAMS LANE AT JN WITH BROOK ROAD","E07000008","1. Yes",0
20180427,18305799,518771,300416,"3. Slight","2. Wet/Damp","1. Daylight",3,0,0,0,0,0,"0. No turn","15:53",4,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","1. Zebra crossing","2. Raining without high winds",0,"0. None","6. Friday","LINCOLN ROAD NEAR JN WITH STONE LANE","E06000031","1. Yes",0
20180427,18290317,558999,274917,"3. Slight","2. Wet/Damp","1. Daylight",3,0,0,0,1,0,"2. Right turn","14:10",2,"6. Unclassified",0,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","3. A",142,"0. None","8. Central reservation","2. Raining without high winds",0,"0. None","6. Friday","NORTHFIELD ROAD AT JUNCTION WITH A142.","E07000009","1. Yes",0
20180427,18291498,546448,246579,"2. Serious","2. Wet/Damp","1. Daylight",1,0,0,0,0,0,"0. No turn","16:45",2,"3. A",505,"1. Roundabout",40,"1. Roundabout","4. Give way or Uncontrolled","1. Motorway",11,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","6. Friday","A505 JN WITH M11","E07000012","2. No - accident was reported 'over the counter'",0
20180427,18289579,545091,257957,"3. Slight","2. Wet/Damp","1. Daylight",1,1,0,0,1,0,"0. No turn","16:28",1,"6. Unclassified",0,"2. One way street",30,"6. Crossroads","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","6. Friday","FITZWILLIAM ROAD AT JUNCTION WITH TENNIS COURT ROAD.","E07000008","1. Yes",37
20180428,18289143,517653,295552,"3. Slight","2. Wet/Damp","1. Daylight",2,0,0,0,0,0,"0. No turn","19:24",1,"3. A",1139,"7. Slip road",70,"5. Slip Road","4. Give way or Uncontrolled","3. A",1260,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","7. Saturday","FLETTON PARKWAY (A1139) ON SLIP ROAD AT JUNCTION WITH NENE PARKWAY (A1260).","E06000031","1. Yes",0
20180428,18295757,519522,260286,"2. Serious","2. Wet/Damp","1. Daylight",1,1,0,0,0,1,"0. No turn","10:54",1,"4. B",1428,"1. Roundabout",30,"2. Mini roundabout","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","7. Saturday","CAMBRIDGE STREET AT JN WITH CROMWELL GARDENS","E07000011","2. No - accident was reported 'over the counter'",0
20180428,18289815,518269,262702,"2. Serious","2. Wet/Damp","1. Daylight",1,0,0,0,0,0,"0. No turn","12:45",1,"3. A",1,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","A1 NORTHBOUND.","E07000011","1. Yes",0
20180428,18288119,554054,257428,"2. Serious","2. Wet/Damp","1. Daylight",1,0,0,0,0,1,"0. No turn","09:45",1,"6. Unclassified",0,"6. Single carriageway",60,"9. Other","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","7. Saturday","WILBRAHAM ROAD AT JN WITH STATION ROAD","E07000012","2. No - accident was reported 'over the counter'",101
20180429,18294576,541822,296950,"3. Slight","1. Dry","1. Daylight",2,1,0,1,1,0,"0. No turn","12:04",1,"4. B",1101,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","OUTSIDE 33 STATION ROAD","E07000010","1. Yes",0
20180429,18304678,520965,271612,"3. Slight","2. Wet/Damp","1. Daylight",1,0,0,0,0,0,"0. No turn","19:05",1,"3. A",14,"1. Roundabout",70,"5. Slip Road","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","BRAMPTON A14 AT JN WITH RACECOURSE JUNCTION","E07000011","1. Yes",0
20180430,18290355,518827,298740,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"0. No turn","09:00",2,"3. A",1179,"1. Roundabout",30,"1. Roundabout","4. Give way or Uncontrolled","3. A",15,"0. None","0. None within 50m","4. Fine with high winds",0,"0. None","2. Monday","THORPE ROAD (A1179) AT CRESCENT BRIDGE ROUNDABOUT JUNCTION WITH BOURGES BOULEVARD (A15).","E06000031","2. No - accident was reported 'over the counter'",0
20180501,18295364,519814,261076,"3. Slight","1. Dry","1. Daylight",1,1,0,0,0,1,"0. No turn","08:44",2,"6. Unclassified",0,"6. Single carriageway",30,"9. Other","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","OUTSIDE NUMBER 100 LONGSANDS ROAD AT JN WITH ROWLEY ROAD","E07000011","1. Yes",0
20180501,18294069,540908,242943,"3. Slight","1. Dry","1. Daylight",2,0,0,0,1,0,"2. Right turn","17:44",2,"3. A",505,"6. Single carriageway",50,"3. T & Stag Jct","4. Give way or Uncontrolled","4. B",1368,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","A505 AT JN WITH B1368","E07000012","2. No - accident was reported 'over the counter'",0
20180501,18289368,541468,296932,"3. Slight","1. Dry","1. Daylight",1,1,0,0,1,0,"1. Left turn","16:35",1,"4. B",1099,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","DARTFORD ROAD B1099","E07000010","2. No - accident was reported 'over the counter'",154
20180502,18301604,544264,261750,"3. Slight","2. Wet/Damp","1. Daylight",3,0,0,0,1,0,"0. No turn","14:18",7,"3. A",14,"3. Dual carriageway",40,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",4,"0. None","4. Wednesday","A14 NEAR JN WITH BRIDGE ROAD B1049","E07000012","1. Yes",0
20180502,18291859,547556,257971,"2. Serious","1. Dry","1. Daylight",1,0,0,1,0,0,"1. Left turn","14:50",2,"6. Unclassified",0,"6. Single carriageway",30,"8. Pri Drive","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","9. Unknown",0,"0. None","4. Wednesday","SAINSBURYS BROOKS ROAD/COLDHAMS LANE","E07000008","2. No - accident was reported 'over the counter'",0
20180502,18289916,541928,297594,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","07:35",2,"4. B",1101,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","4. Fine with high winds",0,"0. None","4. Wednesday","114 STATION ROAD B1101 NEAR JN WITH COUNTY ROAD","E07000010","2. No - accident was reported 'over the counter'",154
20180503,18291906,515197,305928,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,1,"0. No turn","08:45",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","HELPSTON ROAD AT JN WITH LINCOLN ROAD","E06000031","1. Yes",90
20180503,18293511,545210,254433,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,1,"0. No turn","17:30",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","HOBSON AVENUE AT JN WITH CORNWELL ROAD","E07000008","2. No - accident was reported 'over the counter'",37
20180503,18300106,517785,293788,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"0. No turn","07:35",3,"3. A",15,"6. Single carriageway",40,"3. T & Stag Jct","2. Automatic traffic signal","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","LONDON ROAD A15 AT JN WITH EAGLE WAY","E06000031","1. Yes",0
20180503,18317492,546447,259060,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"0. No turn","12:30",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","BECHE ROAD","E07000008","1. Yes",0
20180503,18290310,548759,260758,"3. Slight","1. Dry","1. Daylight",1,1,0,0,0,0,"0. No turn","15:15",1,"4. B",1047,"6. Single carriageway",40,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","HORNINGSEA RD B1047","E07000012","2. No - accident was reported 'over the counter'",79
20180504,18309705,505651,302879,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"0. No turn","14:06",2,"3. A",1,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","GREAT NORTH ROAD A1, WITTERING","E06000031","1. Yes",0
20180504,18295673,507499,299868,"2. Serious","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","13:14",1,"3. A",1,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","SOUTHBOUND A1","E06000031","1. Yes",0
20180504,18292997,544397,258970,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"2. Right turn","18:15",2,"3. A",1134,"1. Roundabout",30,"1. Roundabout","4. Give way or Uncontrolled","3. A",1134,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","NORTHAMPTON STREET A1134 AT JN WITH QUEENS ROAD A1134","E07000008","1. Yes",0
20180504,18293776,546442,256642,"2. Serious","1. Dry","1. Daylight",1,0,0,1,1,0,"2. Right turn","08:20",2,"6. Unclassified",0,"6. Single carriageway",20,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","CHERRY HINTON ROAD NEAR JN WITH ROCK ROAD","E07000008","1. Yes",0
20180504,18295344,527494,261920,"2. Serious","1. Dry","1. Daylight",1,0,0,1,0,0,"0. No turn","05:25",3,"4. B",1040,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","ST IVES ROAD B1040","E07000011","1. Yes",0
20180505,18293781,531241,271575,"3. Slight","1. Dry","1. Daylight",1,1,0,0,0,0,"0. No turn","16:00",1,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","1. Zebra crossing","1. Fine without high winds",0,"0. None","7. Saturday","NORTH ROAD","E07000011","2. No - accident was reported 'over the counter'",186
20180505,18298714,552191,250144,"3. Slight","1. Dry","1. Daylight",3,0,0,0,2,0,"0. No turn","11:30",4,"3. A",11,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","A11 AT JN WITH A1307","E07000012","2. No - accident was reported 'over the counter'",0
20180505,18293489,517168,302037,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","19:07",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","WALTON PARK","E06000031","1. Yes",181
20180506,18294489,546663,308212,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","10:21",2,"6. Unclassified",0,"6. Single carriageway",30,"9. Other","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","REDWING DRIVE","E07000010","1. Yes",0
20180506,18307190,535273,303768,"2. Serious","2. Wet/Damp","1. Daylight",8,0,0,0,0,3,"0. No turn","11:23",3,"3. A",47,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","THORNEY TOLL WISBECH ROAD A47 NEAR JN WITH BLACK DROVE","E07000010","1. Yes",0
20180506,18293701,544708,267866,"3. Slight","1. Dry","5. Darkness: street lights present but unlit",1,0,0,0,1,0,"0. No turn","18:30",1,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","STEVENS CLOSE, COTTENHAM","E07000012","2. No - accident was reported 'over the counter'",0
20180507,18305292,531594,304439,"3. Slight","1. Dry","1. Daylight",3,0,0,0,0,0,"0. No turn","09:52",2,"3. A",47,"3. Dual carriageway",70,"1. Roundabout","4. Give way or Uncontrolled","4. B",1167,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","THORNEY BYPASS A47 AT JN WITH NEW CUT B1167","E06000031","1. Yes",0
20180507,18293907,522935,303110,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"0. No turn","15:40",2,"6. Unclassified",0,"1. Roundabout",30,"1. Roundabout","4. Give way or Uncontrolled","3. A",47,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","CROWLAND ROAD AT JN WITH A47","E06000031","2. No - accident was reported 'over the counter'",76
20180508,18293707,545808,258097,"2. Serious","1. Dry","1. Daylight",1,0,1,0,0,0,"0. No turn","14:30",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","MORTIMER ROAD","E07000008","2. No - accident was reported 'over the counter'",0
20180508,18298082,519346,295939,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","07:52",2,"3. A",1139,"3. Dual carriageway",60,"5. Slip Road","4. Give way or Uncontrolled","3. A",605,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","FLETTON PARKWAY A1139 AT JN WITH SLIP ROAD A605","E06000031","1. Yes",0
20180508,18298444,519038,296989,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"0. No turn","08:25",3,"3. A",1129,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","HIGH STREET, FLETTON A1129 NEAR JN WITH EMPEROR WAY","E06000031","1. Yes",0
20180508,18304470,561124,271649,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","15:55",3,"3. A",142,"1. Roundabout",60,"1. Roundabout","4. Give way or Uncontrolled","3. A",1123,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","SOHAM DOWNFIELDS A142 AT JN WITH MILITARY ROAD A1123","E07000009","1. Yes",0
20180508,18305849,520625,280536,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"1. Left turn","17:00",2,"4. B",1090,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","WALTON HILL B1090 AT JN WITH BRIDGE STREET","E07000011","1. Yes",0
20180508,18294652,546068,309859,"3. Slight","1. Dry","1. Daylight",1,1,0,0,0,1,"0. No turn","16:45",1,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable","3. A",1101,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","NORTH STREET NEAR JN WITH NORTH END A1101","E07000010","1. Yes",0
20180508,18297456,525888,270423,"3. Slight","1. Dry","1. Daylight",3,0,0,0,1,0,"0. No turn","14:05",3,"3. A",14,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","300M EAST OF JUNCTION 24 A14, GODMANCHESTER","E07000011","1. Yes",0
20180508,18298190,518976,306499,"2. Serious","1. Dry","1. Daylight",5,0,0,0,0,1,"0. No turn","08:35",3,"4. B",1443,"6. Single carriageway",50,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","DECOY ROAD AT JN WITH WERRINGTON BRIDGE ROAD","E06000031","1. Yes",0
20180508,18292086,546174,257310,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"0. No turn","18:50",2,"6. Unclassified",0,"2. One way street",20,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","STATION SQUARE","E07000008","2. No - accident was reported 'over the counter'",0
20180508,18292924,546976,310680,"3. Slight","1. Dry","1. Daylight",1,1,0,0,0,1,"0. No turn","16:30",1,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","WATERLEES ROAD NEAR JN WITH PRINS AVENUE","E07000010","1. Yes",0
20180508,18299267,506069,302488,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"0. No turn","14:40",2,"3. A",1,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","GREAT NORTH ROAD A1 NEAR JN WITH WITTERING FORD ROAD","E06000031","1. Yes",0
20180508,18293696,518075,295738,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"0. No turn","17:30",2,"3. A",1139,"7. Slip road",70,"5. Slip Road","4. Give way or Uncontrolled","3. A",1260,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","FLETTON PARKWAY A1139 AT JN WITH A1260","E06000031","1. Yes",181
20180509,18294223,544331,254212,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"1. Left turn","08:20",2,"3. A",1309,"6. Single carriageway",30,"6. Crossroads","2. Automatic traffic signal","6. Unclassified",0,"0. None","5. Ped. phase at traffic signal junction","1. Fine without high winds",0,"0. None","4. Wednesday","HAUXTON ROAD A1309 AT JN WITH PARK AND RIDE ENTRANCE","E07000008","2. No - accident was reported 'over the counter'",0
20180509,18306017,526119,292120,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"2. Right turn","07:42",2,"4. B",1040,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","RAMSEY ROAD B1040 AT JN WITH GLASSMOOR BANK","E07000010","1. Yes",0
20180509,18295478,546027,259555,"3. Slight","1. Dry","4. Darkness: street lights present and lit",1,0,1,0,0,0,"0. No turn","21:47",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","OUTSIDE 41 ELIZABETH WAY","E07000008","1. Yes",0
20180509,18297249,540280,297637,"3. Slight","1. Dry","1. Daylight",1,0,1,0,1,0,"0. No turn","15:08",2,"3. A",141,"1. Roundabout",30,"1. Roundabout","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","WISBECH ROAD A141 AT JN WITH MEADOWLANDS RETAIL PARK","E07000010","1. Yes",0
20180509,18295458,521040,298546,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","16:15",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","2. Automatic traffic signal","6. Unclassified",0,"0. None","5. Ped. phase at traffic signal junction","1. Fine without high winds",0,"0. None","4. Wednesday","FENGATE AT JN WITH BOONGATE","E06000031","2. No - accident was reported 'over the counter'",0
20180509,18294083,544788,261400,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"3. Both left & right turns","20:15",2,"6. Unclassified",0,"6. Single carriageway",30,"6. Crossroads","2. Automatic traffic signal","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","KING'S HEDGES ROAD AT JUNCTION WITH CHARIOT WAY.","E07000012","2. No - accident was reported 'over the counter'",0
20180509,18293416,519123,302295,"3. Slight","1. Dry","1. Daylight",4,0,0,0,0,0,"2. Right turn","19:45",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","PASTON RIDINGS AT JN WITH HONEYHILL","E06000031","1. Yes",181
20180510,18293211,547868,259318,"3. Slight","1. Dry","4. Darkness: street lights present and lit",1,0,1,0,0,0,"2. Right turn","21:20",2,"3. A",1134,"1. Roundabout",30,"1. Roundabout","4. Give way or Uncontrolled","3. A",1134,"0. None","4. Pelican, puffin, toucan etc.","1. Fine without high winds",0,"0. None","5. Thursday","NEWMARKET ROAD A1134 AT JN WITH BARNWELL ROAD A1134","E07000008","1. Yes",37
20180510,18293384,538849,303161,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","21:10",2,"3. A",47,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","LAYBY FEN ROAD A47 NEAR JN WITH GULL ROAD","E07000010","1. Yes",254
20180510,18293998,516927,300120,"3. Slight","1. Dry","1. Daylight",2,0,0,0,1,0,"0. No turn","10:53",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","2. Automatic traffic signal","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","CAVELL CLOSE AT JN WITH BRETTON GATE","E06000031","1. Yes",181
20180510,18294200,545022,261870,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"0. No turn","09:50",3,"3. A",14,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","HISTON A14","E07000012","1. Yes",128
20180510,18295276,512279,296570,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","19:30",2,"3. A",1,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","GREAT NORTH ROAD - SOUTHBOUND A1","E07000011","1. Yes",0
